,Company Name,Salary,tags,Job Roles
342,Dun & Bradstreet,600000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
343,JAVA,264000,"['Java', 'Developer', 'Contractor', 'Chennai', 'Contractor', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
344,Bahwan CyberTek,180000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
345,Experis,500000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
346,Volante Technologies,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
347,Urjanet,180000,"['Java', 'Developer', '-', 'Intern', 'Chennai', 'Intern', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
348,Arjun,180000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
349,Chain-Sys,144000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
350,Suresh Surana & Associates,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
351,AVASOFT,204000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
352,CBSI Global,600000,"['Java', 'Developer', '-', 'Contractor', 'Chennai', 'Contractor', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
353,NewtGlobal,100000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
354,Royal Cyber Inc.,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
355,SysArc Infomatix,1000000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
356,Antal International,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
357,NIC,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
358,DTCC,500000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
359,Ninestars Information Technologies,200000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
360,Infosys,1104000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
361,Cigniti Inc.,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
362,Wipro,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
363,Tata Consultancy Services,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
364,ZenQ,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
365,Ivy,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
366,Accenture,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
367,Tech Mahindra,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
368,AVEVA,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
369,Capgemini,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
370,Test,888000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
371,Cognizant Technology Solutions,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
372,HCL Technologies,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
373,Pole To Win,180000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
374,Wipro Technologies,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
375,UnitedHealth Group,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
376,Prolifics,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
377,CGI,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
378,IBM,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
379,Oracle,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
380,ValueLabs,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
381,Pole To Win,200000,"['Test', 'Engineer', '-', 'Contractor', 'Hyderabad', 'Contractor', 'Testing']",['Testing']
382,DXC Technology,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
383,CSC,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
384,Teradata,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
385,Optum,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
386,Marquistech,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
387,Infosys BPM,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
388,Qvantel,600000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
389,Fresher,180000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
390,TCS,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
391,Birlasoft,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
392,Accolite Digital,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
393,Google,600000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
394,Qualcomm,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
395,A&A Innovative Solutions,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
396,EdgeVerve Systems,600000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
397,TES Engineering,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
398,Tester Work,180000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
399,Enhops,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
400,mroads,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
401,IMImobile,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
402,Deloitte,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
403,Pervacio,192000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
404,DBS Bank,1000000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
405,Memorex,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
406,Optum Global Solutions,900000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
407,vSplash Techlabs,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
408,Kony,684000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
409,Franklin Templeton Investments,800000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
410,Tech Mahindra,500000,"['Test', 'Engineer', '-', 'Contractor', 'Hyderabad', 'Contractor', 'Testing']",['Testing']
411,Yash Technologies,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
412,Netxcell,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
413,test,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
414,ValueMomentum,600000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
415,TecFinics,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
416,VotaryTech,132000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
417,UV Infratech Systems,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
418,Infosys,200000,"['Test', 'Engineer', '-', 'Contractor', 'Hyderabad', 'Contractor', 'Testing']",['Testing']
419,ADP,972000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
420,Wipro,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
421,TIBCO Software,1000000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
422,Deloitte,576000,"['Test', 'Engineer', 'Contractor', 'Hyderabad', 'Contractor', 'Testing']",['Testing']
423,People Link Unified Communications,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
424,Tata Consultancy Services,100000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
425,Mahindra Satyam,540000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
426,Fresher,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
427,Broadridge,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
428,Anonymous Content,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
429,QO-BOX,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
430,Test,300000,"['Test', 'Engineer', '-', 'Contractor', 'Hyderabad', 'Contractor', 'Testing']",['Testing']
431,Rythmos,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
432,AGS Infotech limited,312000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
433,Planon,700000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
434,NCR,432000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
435,Freelancer,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
436,Test,100000,"['Test', 'Engineer', '-', 'Intern', 'Hyderabad', 'Intern', 'Testing']",['Testing']
437,V-Soft Consulting Group,300000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
438,Volante Technologies,288000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
439,Attra,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
440,Test,120000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
441,Aditya Enterprises,144000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
442,Dhatri Info Solutions,204000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
443,XYZ (Turkey),120000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
444,Pactera,800000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
445,Artha Net Support Centre,400000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
446,Agility,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
447,Smarts Choice It Technologies Solutions,540000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
448,Promaestro Techsource,500000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
449,Intertek,200000,"['Test', 'Engineer', 'Hyderabad', 'Full', 'Time', 'Testing']",['Testing']
450,Snyxius,300000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
451,Krafty Solutions,100000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
452,PurpleSense Digital Solutions,240000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
453,Cognizant Technology Solutions,900000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
454,LTI,144000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
455,Mphasis,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
456,Honeywell,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
457,SAP,612000,"['IOS', 'Developer', 'Contractor', 'Bangalore', 'Contractor', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
458,Robert Bosch India,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
459,Paytm,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
460,ITC Infotech,1100000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
461,IBM India,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
462,IQVIA,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
463,KPIT Technologies,900000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
464,HARMAN,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
465,Thomson Reuters,1000000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
466,Verizon,768000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
467,Verizon,1700000,"['IOS', 'Developer', '-', 'Contractor', 'Bangalore', 'Contractor', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
468,Ola,2300000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
469,Walmart,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
470,Test,696000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
471,Altimetrik,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
472,NIIT,200000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
473,Brillio,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
474,Apple,252000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
475,TeamLease Staffing Solutions,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
476,Allstate India,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
477,Talent Zone Consultants,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
478,Directi,900000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
479,Diverse Lynx,800000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
480,Bookmyshow,804000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
481,Chandigarh University,1047552,"['IOS', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
482,Landmark Group,100000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
483,smartData Enterprises,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
484,Sears,1400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
485,Gojek,2100000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
486,EVRY India,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
487,Kuliza Technology,264000,"['IOS', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
488,Mobile Programming,200000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
489,Goibibo,1200000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
490,FreeCharge,2400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
491,Hike,2200000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
492,Synchronoss,1000000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
493,Rao IIT Academy,324000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
494,DynPro,800000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
495,JoulestoWatts Business Solutions,1600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
496,Genisys Group,1500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
497,Unnati,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
498,Time Inc.,900000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
499,Mantra Labs,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
500,Nuclei,276000,"['IOS', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
501,eMudhra,192000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
502,NiYO,1700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
503,TechTree IT Systems,300000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
504,Housejoy,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
505,Softway,216000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
506,Zerone Consulting,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
507,Multi Recruit,2700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
508,Falabella,504000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
509,Mobinius,1200000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
510,Carmatec,500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
511,Apostek,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
512,CognitiveClouds,800000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
513,OM SOFTWARE,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
514,SHARP Software Development India,100000,"['IOS', 'Developer', 'Contractor', 'Bangalore', 'Contractor', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
515,Airpush,400000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
516,TechJini,1000000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
517,SpurTree Technologies,700000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
518,Kristal.AI,1500000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
519,Inkoniq IT Solutions,600000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
520,Kirusa,1200000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
521,Klizo Solutions Pvt Ltd,312000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
522,Tipstat,1152000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
523,FuGenX Technologies,800000,"['IOS', 'Developer', 'Bangalore', 'Full', 'Time', 'IOS', 'iOS', 'Mobile', 'iOS Developer', 'Swift', 'Objective-C', 'Xcode']",['IOS']
