,Company Name,Salary,tags,Job Roles
155,Blewsoft Technologies,240000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
156,Across The Globe,72000,"['Android', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
157,HARMAN,700000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
158,Oust Labs,396000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
159,Kaskeid Designs,264000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
160,TruKKer Technologies,500000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
161,Datamatics Global Services,1000000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
162,Grabhouse,672000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
163,Msewa Software Solution,276000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
164,Honeywell,800000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
165,Prematix Software Solution,200000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
166,Provab Technosoft,492000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
167,Ai-Connect,600000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
168,Idea infinity IT Solutions,300000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
169,Developer On Rent,300000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
170,OZOPROP Technologies,432000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
171,ThinkTac,200000,"['Android', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
172,Ashwin Infotrron,1188000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
173,Housejoy,500000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
174,Proven Solution,500000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
175,Blooms Mobility Technologies,300000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
176,DT Consulting,1000000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
177,Kartel Technosoft,400000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
178,Philips,500000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
179,Vensure Employer Services,732000,"['Android', 'Developer', 'Bangalore', 'Full', 'Time', 'Android', 'Android', 'Mobile', 'Mobile Developer', 'Java', 'Kotlin', 'Android Studio']",['Android']
180,Siemens,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
181,Fresher,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
182,K12 Techno Services,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
183,myGate,700000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
184,Moonraft Innovation Labs,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
185,Recro,800000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
186,Appiness Interactive,264000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
187,Playment,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
188,DXC Technology,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
189,PwC,400000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
190,Mindtree,516000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
191,Tata Consultancy Services (North America),312000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
192,TCS,456000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
193,Nones,240000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
194,EMPLOYERS,468000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
195,Fidelity Investments,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
196,Happiest Minds Technologies,1200000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
197,Test,348000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
198,Datamatics Global Services,700000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
199,HashedIn by Deloitte,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
200,Epsilon,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
201,ClearTax,1400000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
202,Bookmyshow,700000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
203,MountBlue Technologies,312000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
204,Soroco,900000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
205,Geekyants Software,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
206,Terralogic,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
207,i-exceed technology solutions,348000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
208,Headout,204000,"['Front', 'End', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Frontend']",['Frontend']
209,Locus,100000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
210,Shaw Academy,336000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
211,Masai School,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
212,Xelpmoc Design & Tech,144000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
213,CoWrks,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
214,Fisdom,900000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
215,Provab Technosoft,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
216,CognitiveClouds,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
217,Artivatic Data Labs,700000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
218,VuNet Systems,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
219,Checktronix,400000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
220,triSys IT Services,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
221,Cartoon Mango,1188000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
222,SpotDraft,800000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
223,Marmeto,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
224,PhaseZero Ventures,144000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
225,iOSys,200000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
226,Panorbit,192000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
227,Maistering,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
228,Zersys Technologies,200000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
229,Amplus,120000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
230,Hop financial solutions,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
231,Machstatz,144000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
232,Data Ratings Intelligence,800000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
233,Tata Consultancy Services,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
234,Accenture,120000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
235,HCL Technologies,1100000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
236,Oracle,1200000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
237,BYJU'S,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
238,First Student,24000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
239,Fresher,120000,"['Front', 'End', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Frontend']",['Frontend']
240,HARMAN,636000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
241,Zomato,1500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
242,Self Opportunity,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
243,XYZ,400000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
244,TATA ELXSI,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
245,Sopra Steria,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
246,Philips,612000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
247,Ola,2100000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
248,Vedantu,200000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
249,ABCDEF,912000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
250,ABB,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
251,HP Inc.,1100000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
252,[24]7.ai,252000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
253,Huawei Technologies,2500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
254,Anonymous,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
255,Anonymous,36000,"['Front', 'End', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Frontend']",['Frontend']
256,Shell,1400000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
257,Shell,312000,"['Front', 'End', 'Developer', '-', 'Intern', 'Bangalore', 'Intern', 'Frontend']",['Frontend']
258,XYZ (Turkey),900000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
259,Walmart,1600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
260,JLL,700000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
261,Virtual Employee,672000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
262,Sonata Software,600000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
263,Decathlon,300000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
264,Intuit,492000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
265,Visa Inc.,492000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
266,Infinite Computer Solutions,1400000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
267,Walmart Global Tech,900000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
268,Manhattan Associates,1200000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
269,Brillio,500000,"['Front', 'End', 'Developer', 'Bangalore', 'Full', 'Time', 'Frontend']",['Frontend']
270,Tata Consultancy Services,200000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
271,Cognizant Technology Solutions,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
272,HCL Technologies,1020000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
273,Full Creative,132000,"['Java', 'Developer', '-', 'Intern', 'Chennai', 'Intern', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
274,Sans Pareil IT Services,84000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
275,DLK Technologies,216000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
276,Infoview Technologies Pvt Limited,600000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
277,Infosys,100000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
278,Wipro,200000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
279,Capgemini,100000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
280,Virtusa,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
281,GOFRUGAL Technologies,124608,"['Java', 'Developer', '-', 'Intern', 'Chennai', 'Intern', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
282,Colan Infotech,96000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
283,Ravsoft Solutions,216000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
284,Softlogic Systems,180000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
285,Accenture,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
286,IBM,372000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
287,DXC Technology,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
288,Zoho,468000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
289,Hewlett Packard Enterprise | HPE,500000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
290,Intellect Design Arena,324000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
291,Servion Global Solutions,252000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
292,AnywhereWorks,132000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
293,Solartis,312000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
294,SRM Technologies,228000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
295,Urjanet,360000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
296,Surya Informatics,192000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
297,FinaTel,204000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
298,Spiro Solutions,96000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
299,7Eleven Arthasastra Technology,144000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
300,1 Crore Projects,144000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
301,Intecminds,168000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
302,Cognizant Technology Solutions,100000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
303,Tech Mahindra,168000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
304,Google,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
305,Freelancer,348000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
306,Atos-Syntel,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
307,Tata Consultancy Services (North America),400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
308,CGI,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
309,FIS,1200000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
310,Atos,500000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
311,CSC,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
312,Newgen Software,600000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
313,CSS Corporation,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
314,TEKsystems,600000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
315,PayPal,1000000,"['Java', 'Developer', '-', 'Contractor', 'Chennai', 'Contractor', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
316,Renault Nissan Technology & Business Centre,700000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
317,Bharat Electronics,264000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
318,Altimetrik,1800000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
319,Microland,300000,"['Java', 'Developer', 'Contractor', 'Chennai', 'Contractor', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
320,Fujitsu,1100000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
321,IIT Madras,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
322,Photon,1100000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
323,Capgemini Invent,348000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
324,Infoview Technologies Pvt Limited,900000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
325,Polaris FT,516000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
326,Ramco Systems,1300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
327,Tata,396000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
328,Mahindra Satyam,408000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
329,HTC Global Services,240000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
330,Magna Infotech,700000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
331,2COMS,1000000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
332,Diverse Lynx,800000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
333,Ideas2IT,500000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
334,ACL Digital,900000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
335,Financial Software & Systems,400000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
336,Amara Raja,564000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
337,Lister Technologies,800000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
338,Josh Technology Group,264000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
339,Startup,300000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
340,Kumaran Systems,200000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
341,Object Frontier,800000,"['Java', 'Developer', 'Chennai', 'Full', 'Time', 'Java', 'Java', 'Java Developer', 'Java', 'Spring', 'Hibernate']",['Java']
